CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;V2_02;V2_03;V21_01;V22_01;V5_02;V5_03;V11_01;V11_02;V5_01;V21_02;V21_03;V22_02;V22_03;V2_01
TQRMNOSXVHKOMMCDEIJAH00858589;2024;2;1;1;1;S;33;2595;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQXWHJMMUCDEIJAH00861796;2024;2;1;1;1;S;33;2117;1;;6;1;;1;2;1;2;;1;1;1;2;2;2;2;6;4;2;0;1;1;1;2;0;1;1;1;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;700000;6;;6;6;;6;175000;4;;4;4;;4;4606;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQSUHMLMOCDEIJAH00802359;2024;2;1;1;1;S;33;1909;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;3;98;0;0;;;;;;;;;;;;;;
TQRMNOQSWHMLMOCDEIJAH00807227;2024;2;1;1;1;S;33;2013;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;2400000;10;;10;10;;10;1200000;10;;10;10;;10;3180;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSSQHMMMPCDEIJAH00802219;2024;2;1;1;1;S;33;2456;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;900000;7;;7;7;;7;900000;10;;10;10;;10;2547;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOWQRHLONNCDEIJAH00807231;2024;2;1;1;1;S;33;3562;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;830000;7;;7;7;;7;276666,67;6;;6;6;;7;7101;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORYYHLMKOCDEIIAD00806853;2024;2;1;1;1;S;32;2146;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;380000;3;;3;3;;2;380000;8;;7;7;;5;3063;97;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOUQRHJNKSCDEIIAD00861797;2024;2;1;1;1;S;32;2149;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPWUHMLMRCDEIIAD00801759;2024;2;1;1;1;S;32;951;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;0;2;550000;5;;4;5;;3;275000;6;;6;6;;3;1455;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOSQXHMLMRCDEIIAD00801760;2024;2;1;1;1;S;32;1292;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;3;0;0;0;;;;;;;;;;;;;;
TQRMNOQXSHLKMSCDEIIAD00806873;2024;2;1;1;1;S;32;1057;2;;2;1;;3;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;180000;1;;1;1;;1;45000;1;;1;1;;1;1541;2;0;1;3;4;0;;;;;;;;;;;;;;
TQRMNOSQYHJKMQCDEIIAD00861798;2024;2;1;1;1;S;32;4907;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;730000;6;;6;6;;4;243333,33;5;;5;5;;3;7057;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORUQHJLMRCDEIIAD00861799;2024;2;1;1;1;S;32;1877;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;1472000;9;;9;9;;8;294400;6;;6;6;;4;2559;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORUUHJLMRCDEIIAD00861800;2024;2;1;1;1;S;32;2678;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1000000;8;;7;8;;6;500000;9;;8;8;;6;4604;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORPRHKLMUCDEIIAD00858515;2024;2;1;1;1;S;32;2912;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;1365000;9;;9;9;;7;455000;8;;8;8;;6;3713;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSSUHKLMUCDEIIAD00858728;2024;2;1;1;1;S;32;1519;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOQWVHKMNLCDEIIAD00858516;2024;2;1;1;1;S;32;2805;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;2;1;1;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQRQHMKNNCDEIIAD00801769;2024;2;1;1;1;S;32;683;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;0;1;200000;1;;1;1;;1;200000;4;;4;4;;2;867;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSTVHLMNNCDEIIAD00806858;2024;2;1;1;1;S;32;2840;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;6;;1;;1;1;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;96;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOQUXHJKMSCDEIIAD00861801;2024;2;1;1;1;S;32;898;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;1;2;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORVTHLLKQCDEIJAH00807185;2024;2;1;1;1;S;33;1662;2;;2;1;;4;1;1;1;;1;1;1;2;1;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORXVHLNKTCDEIIAD00806856;2024;2;1;1;1;S;32;1802;2;;5;1;;9;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOUUVHMLKRCDEIIAD00801735;2024;2;1;1;1;S;32;987;1;;8;1;;4;1;1;1;;1;1;1;1;2;2;2;8;1;1;2;1;1;2;2;0;2;0;1;;4;electricidad;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;610000;5;;5;5;;4;610000;9;;9;9;;7;1060;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORVPHMMKUCDEIIAD00801736;2024;2;1;1;1;S;32;3073;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;4;electricidad;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;1;2;2;2;2;1;0;1;740000;6;;6;6;;4;740000;10;;9;10;;8;4513;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPSPHKKLMCDEIIAD00858634;2024;2;1;1;1;S;32;1558;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;0;2;660000;6;;5;6;;4;330000;7;;7;7;;5;2627;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSURHMLLLCDEIIAD00801737;2024;2;1;1;1;S;32;862;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;96;0;0;0;;;;;;;;;;;;;;
TQRMNOSRWHLMLUCDEIIAD00806866;2024;2;1;1;1;S;32;1468;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;609000;5;;5;5;;4;304500;7;;6;7;;4;2037;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOPTVHKLLPCDEIIAD00859256;2024;2;1;1;1;S;32;1176;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;4;electrico;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1000000;8;;7;7;;6;1000000;10;;10;10;;9;1196;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORRUHKLLPCDEIIAD00858961;2024;2;1;1;1;S;32;2271;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOUXWHKMLRCDEIIAD00858962;2024;2;1;1;1;S;32;1752;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2800000;10;;10;10;;10;1400000;10;;10;10;;10;3211;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORSRHMKLPCDEIIAD00806879;2024;2;1;1;1;S;32;1824;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSPQHMLLQCDEIIAD00806881;2024;2;1;1;1;S;32;1737;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;560000;5;;5;5;;3;280000;6;;6;6;;4;2986;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTWRHMNLTCDEIIAD00801740;2024;2;1;1;1;S;32;1007;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;600000;5;;5;5;;4;600000;9;;9;9;;7;1142;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTWSHMNLTCDEIIAD00801741;2024;2;3;1;1;S;32;1657;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;1;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;300000;2;;2;2;;1;300000;6;;6;6;;4;2447;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOURWHKNLSCDEIIAD00861802;2024;2;1;1;1;S;32;3550;2;;3;1;;9;1;1;1;;1;1;1;1;2;1;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;96;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOUXRHKNLTCDEIIAD00858636;2024;2;1;1;1;S;32;944;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1315000;9;;8;9;;7;438333,33;8;;8;8;;6;1422;2;0;3;0;0;0;;;;;;;;;;;;;;
TQRMNORUWHJKLQCDEIIAD00861803;2024;2;1;1;1;S;32;1976;2;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQPVHJMLSCDEIIAD00861804;2024;2;1;1;1;S;32;7405;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2;4;1;3;340000;3;;2;2;;2;85000;1;;1;1;;1;11709;1;0;2;3;0;0;;;;;;;;;;;;;;
TQRMNORTXHJMLSCDEIIAD00861805;2024;2;1;1;1;S;32;3012;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOSPYHJLLTCDEIIAD00861806;2024;2;1;1;1;S;32;1207;4;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;739800;6;;6;6;;4;369900;7;;7;7;;5;1840;1;2;97;0;0;0;;;;;;;;;;;;;;
TQRMNORRSHJLLUCDEIIAD00861807;2024;2;1;1;1;S;32;3282;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;1;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300000;2;;2;2;;1;300000;7;;6;6;;4;3224;97;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORRTHJLLUCDEIIAD00861808;2024;2;1;1;1;S;32;1751;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2840000;10;;10;10;;10;1420000;10;;10;10;;10;2670;2;1;96;0;0;0;;;;;;;;;;;;;;
TQRMNOPPTHKKMMCDEIIAD00858936;2024;2;1;1;1;S;32;1155;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPTWHJMMLCDEIIAD00861809;2024;2;1;1;1;S;32;2225;2;;2;4;no especifica;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;420000;3;;3;3;;2;420000;8;;8;8;;6;3268;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPTTHMKMPCDEIIAD00801747;2024;2;1;1;1;S;32;856;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;700000;6;;6;6;;4;233333,33;5;;5;5;;3;1701;2;3;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQTXHMKMPCDEIIAD00801748;2024;2;1;1;1;S;32;2579;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQVPHJNKNCDEIIAD00861810;2024;2;1;1;1;S;32;2444;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;0;1;338000;2;;2;2;;2;338000;7;;7;7;;5;3517;98;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOSUTHKNNUCDEIJAH00858592;2024;2;1;1;1;S;33;1238;2;;4;1;;4;1;1;2;;1;1;1;2;2;1;2;4;1;1;1;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;0;2;650000;6;;5;5;;6;325000;7;;7;7;;7;2101;2;0;97;0;0;0;;;;;;;;;;;;;;
TQSMNOUYUHMMNQCDEIJAH00859189;2024;2;1;1;1;S;33;1515;2;;3;1;;4;1;1;2;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;575000;5;;5;5;;5;287500;6;;6;6;;7;3054;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTVUHJOOPCDEIJAH00861811;2024;2;1;1;1;S;33;2729;2;;2;2;;4;1;3;2;;1;1;2;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;450000;4;;3;4;;4;112500;2;;2;2;;2;2606;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQYUHJOOQCDEIJAH00861812;2024;2;1;1;1;S;33;3402;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;96;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPWUHJMORCDEIJAH00861813;2024;2;1;1;1;S;33;4206;1;;3;1;;2;2;1;1;;1;2;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;6;;2;;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;3;2;1;100000;1;;1;1;;1;33333,33;1;;1;1;;1;3922;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSXVHJMOSCDEIJAH00861814;2024;2;1;1;1;S;33;2202;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;248000;2;;2;2;;2;248000;5;;5;5;;6;2748;1;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNORVQHJOPMCDEIJAH00861815;2024;2;1;1;1;S;33;3266;1;;4;1;;1;1;1;1;;1;1;1;1;2;1;2;4;1;2;0;1;1;1;2;0;2;0;8;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;220000;1;;1;1;;2;220000;5;;5;5;;5;2999;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPXRHMMOPCDEIJAH00802382;2024;2;1;1;1;S;33;2591;2;;3;2;;1;2;1;1;;1;1;2;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;756000;6;;6;6;;6;151200;3;;3;3;;3;6716;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORXWHJNPRCDEIJAH00861816;2024;2;1;1;1;S;33;2822;2;;2;1;;4;1;1;1;;1;1;1;2;1;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;4;2;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOPXSHKOORCDEIJAH00861817;2024;2;1;1;1;S;33;3735;1;;2;2;;2;2;1;1;;1;1;2;2;2;1;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;411000;3;;3;3;;3;137000;3;;3;3;;3;6254;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNORPWHKOORCDEIJAH00861818;2024;2;1;1;1;S;33;4296;1;;3;1;;1;2;1;1;;1;1;1;1;2;1;2;3;2;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;2;3;0;12;;12;12;;12;0;12;;12;12;;12;0;5;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOWUWHJOPTCDEIJAH00861819;2024;2;1;1;1;S;33;2679;1;;2;2;;4;2;2;1;;1;1;2;2;1;1;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;40000;1;;1;1;;1;20000;1;;1;1;;1;4456;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSQVHLLLQCDEIJAH00812674;2024;2;1;1;1;S;33;451;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2600000;10;;10;10;;10;866666,67;10;;10;10;;10;934;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSYYHLOLSCDEIJAH00807236;2024;2;1;1;1;S;33;1601;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;4;0;4;480000;4;;4;4;;4;120000;2;;2;2;;3;3398;1;0;2;3;4;0;;;;;;;;;;;;;;
TQRMNOSVXHJMMPCDEIJAH00861820;2024;2;1;1;1;S;33;970;1;;4;1;;4;1;1;2;;1;1;1;3;2;1;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;0;12;;12;12;;12;0;12;;12;12;;12;0;1;4;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTPXHJMMPCDEIJAH00861821;2024;2;1;1;1;S;33;811;1;;2;2;;4;1;1;2;;1;1;2;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;450000;4;;3;4;;4;150000;3;;3;3;;3;1810;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTPYHJMMPCDEIJAH00861822;2024;2;1;1;1;S;33;1185;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
