CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;V2_02;V2_03;V21_01;V22_01;V5_02;V5_03;V11_01;V11_02;V5_01;V21_02;V21_03;V22_02;V22_03;V2_01
TQRMNORWXHKMKOCDEHLEH00871841;2024;4;1;1;40;N;25;187;1;;2;2;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;;;2;2;;2;2;2;2;2;;1;2;2;2;1;2;2;2;2;8;1;7;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;4;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNOQTQHKOKSCDEHLEH00866883;2024;4;1;1;40;N;25;204;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;;;2;2;;2;2;2;2;2;;2;2;2;2;1;2;2;2;2;4;0;4;720000;4;4;5;;4;5;180000;2;2;3;;2;2;272;2;0;1;3;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNOPQQHLOKTCDEHLEH00854012;2024;4;1;1;40;N;25;195;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;;;2;2;;2;1;2;2;2;;1;2;2;2;1;2;2;2;2;6;2;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;5;0;97;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNORRYHMMKSCDEHLEH00811103;2024;4;1;1;40;N;25;194;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;;;2;2;;2;2;2;2;2;;1;2;2;2;1;2;2;2;2;3;0;3;1000000;6;6;7;;6;7;333333,33;5;5;6;;5;7;265;1;0;2;3;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNORWPHMMKSCDEHLEH00811120;2024;4;1;1;40;N;25;154;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;;;2;2;;2;2;2;2;2;;2;2;2;2;1;2;2;2;2;2;0;2;814000;4;5;5;;5;6;407000;6;6;7;;6;8;206;2;1;98;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPVTHJMKRCDEHLEH00877024;2024;4;1;1;40;N;25;212;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;;;2;2;;2;2;2;2;2;;2;2;2;2;1;2;2;2;2;3;1;2;1420000;7;8;8;;8;9;473333,33;6;7;8;;7;9;260;2;0;98;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNOPXXHMMKUCDEHGHJ00810742;2024;4;1;1;44;N;20;123;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;;;2;2;;2;2;2;2;2;;2;2;2;2;1;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNOQTQHLOLSCDEFKID00851908;2024;4;1;1;43;S;4;837;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;;;2;2;;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;4;0;4;1040000;6;6;6;6;;6;260000;3;4;3;3;;3;1105;2;0;1;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNOPXRHKNLUCDEFKID00871505;2024;4;1;1;43;S;4;610;1;;3;2;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;;;2;2;;2;2;2;2;2;;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;3;2;98;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;1
TQRMNORPSHKNLUCDEFKID00877025;2024;4;1;1;43;S;4;525;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;;;2;2;;2;2;2;2;2;;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;1;98;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1
TQRMNOQUYHKMMLCDEFKID00871506;2024;4;1;1;43;S;4;805;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;2;;;2;2;;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;3;1;2;236000;1;1;1;1;;1;78666,67;1;1;1;1;;1;893;2;0;98;0;0;0;0;0;2;2;1;2;2;2;1;2;2;2;2;0
TQRMNOSQTHKMMLCDEFKID00871507;2024;4;1;1;43;S;4;496;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;;;2;2;;2;2;1;2;2;;2;1;2;2;1;2;2;2;2;1;0;1;364000;1;2;2;1;;1;364000;5;6;5;5;;5;566;1;0;97;0;0;0;1;2;2;2;2;2;2;2;2;2;2;1;2;2
TQSMNOPWUHMOLUCDEFKID00808931;2024;4;1;1;43;S;4;1027;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;;;1;2;;2;2;2;2;2;;2;1;2;2;2;2;2;2;2;4;1;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNOQQQHLLLUCDEFKID00851879;2024;4;1;1;43;S;4;1340;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;;;2;2;;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;1;0;1;1200000;7;7;7;6;;6;1200000;10;10;10;10;;10;1649;1;0;98;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1
TQSMNORXUHLLLUCDEFKID00851813;2024;4;2;1;43;S;4;1398;4;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;2;1;2;;;2;2;;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNOPWTHJNMOCDEFKID00877123;2024;4;1;1;43;S;4;1065;1;;1;3;;4;1;1;1;;1;2;1;3;1;1;1;1;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;;;2;2;;2;2;2;2;2;;2;2;2;2;2;1;2;2;2;1;0;1;90000;1;1;1;1;;1;90000;1;1;1;1;;1;1431;1;0;98;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNORUUHJMMPCDEFKID00877124;2024;4;1;1;43;S;4;896;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;;;2;2;;2;2;2;2;2;;2;1;2;2;1;2;2;2;2;3;1;2;3800000;10;10;10;10;;10;1266666,67;10;10;10;10;;10;1371;1;0;98;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNOSUSHKMKMCDEFLID00871362;2024;4;1;1;43;S;5;289;1;;2;1;;3;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;;;2;2;;2;2;2;2;2;;2;2;2;2;1;2;2;2;2;1;0;1;1100000;6;7;6;6;;7;1100000;10;10;10;9;;10;643;1;0;98;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;0
TQRMNORTUHLOKMCDEFLID00851926;2024;4;1;1;43;S;5;387;1;;2;1;;4;2;1;1;;1;1;1;2;2;2;2;2;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;1;;;2;2;;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;2;2;2;2;2;2;1;2;2;2;2;2;2;1
